cg21237418,cg14001567,cg18396533,cg14672994,cg06630737,cg06834875,cg17820591,cg17927917,cg08912400,cg04809787,cg26163537,cg23696834,cg23749760,cg24101359,cg27522780,cg20025656,cg02867079,cg09619786,cg12281657,cg09052983,cg26200580,cg23214764,cg24178740,cg13134662,cg02595219,cg01185080,cg07360076,cg08727202,cg15835825,cg18107072,cg04749104,cg14170423,cg05970437,cg26453588,cg14204735,cg14849559,cg12613383,cg07895149,cg01457653,cg18877506,cg21700166,cg13488201,cg02914379,cg03005261,cg17679246,cg00651216,cg00273068,cg14892066,cg13097407,cg12800028
0.74111,0.03255,0.79412,0.75394,0.86343,0.81587,0.81312,0.65894,0.79553,0.56191,0.79574,0.7517,0.73732,0.82777,0.25261,0.77756,0.82517,0.64414,0.82134,0.70958,0.66056,0.77141,0.55359,0.5958,0.83756,0.82652,0.79142,0.61696,0.06791,0.71965,0.59615,0.77722,0.82142,0.81676,0.8328,0.81934,0.53602,0.69642,0.55951,0.76654,0.47182,0.7297,0.66321,0.80596,0.44642,0.50895,0.76158,0.41516,0.53485,0.12445
0.65004,0.03036,0.69325,0.63827,0.74758,0.76502,0.66928,0.60512,0.72167,0.60858,0.69509,0.57551,0.666,0.89922,0.31047,0.65845,0.76354,0.60569,0.65977,0.55377,0.63214,0.66027,0.65779,0.4117,0.75244,0.62323,0.68381,0.58658,0.05317,0.61463,0.51386,0.61237,0.70176,0.70265,0.72411,0.66403,0.44785,0.62558,0.63296,0.64336,0.55125,0.58764,0.62257,0.66316,0.47481,0.57118,0.62648,0.60851,0.69051,0.12038
0.76478,0.0332,0.83611,0.77784,0.75483,0.77851,0.79954,0.68055,0.75898,0.7361,0.74981,0.75944,0.77475,0.8093,0.61617,0.75099,0.84928,0.78175,0.79789,0.75549,0.80079,0.7798,0.73925,0.61132,0.84473,0.80202,0.77172,0.76639,0.05322,0.76486,0.74066,0.78239,0.80481,0.70673,0.80698,0.7809,0.64372,0.70617,0.64745,0.63934,0.721,0.7498,0.7463,0.82403,0.53936,0.68435,0.76787,0.65133,0.85094,0.3646
0.72757,0.03552,0.67387,0.61249,0.75242,0.75857,0.70815,0.6179,0.65816,0.60746,0.73562,0.64412,0.64321,0.75641,0.61439,0.71908,0.75108,0.62803,0.71627,0.56838,0.72633,0.71093,0.59873,0.13922,0.77049,0.53635,0.6664,0.71473,0.05315,0.63058,0.57218,0.67579,0.73752,0.78413,0.77334,0.70073,0.52511,0.79048,0.465,0.6472,0.61966,0.65236,0.67029,0.7916,0.52824,0.5293,0.65971,0.52387,0.80239,0.19987
0.57578,0.04398,0.6236,0.50838,0.47268,0.80417,0.53639,0.35272,0.62915,0.46345,0.59989,0.51241,0.51749,0.62477,0.35514,0.59083,0.59807,0.49482,0.5177,0.3772,0.48286,0.53315,0.53237,0.29108,0.59448,0.39878,0.50072,0.56733,0.06253,0.47706,0.50956,0.58841,0.5035,0.51105,0.67063,0.45641,0.48147,0.58123,0.52527,0.41363,0.4729,0.51867,0.52828,0.58653,0.41575,0.38695,0.52188,0.33234,0.56403,0.21165
0.74133,0.044,0.73374,0.72781,0.84522,0.80961,0.79947,0.80059,0.75882,0.7656,0.76642,0.71914,0.74414,0.8389,0.53857,0.73789,0.70397,0.75086,0.80714,0.60907,0.62003,0.79055,0.42187,0.56088,0.81933,0.74336,0.73845,0.56812,0.0565,0.73675,0.41459,0.74087,0.69383,0.65536,0.79185,0.71552,0.2341,0.68733,0.74011,0.81198,0.63972,0.73549,0.725,0.81447,0.38317,0.6609,0.72771,0.32975,0.85577,0.39909
0.79374,0.03682,0.79629,0.739,0.82688,0.82902,0.79453,0.72109,0.77133,0.78385,0.75755,0.72175,0.70002,0.74766,0.59385,0.75766,0.83961,0.76227,0.85167,0.76886,0.43366,0.75289,0.7289,0.28494,0.78228,0.81229,0.80953,0.75498,0.07041,0.74275,0.8087,0.76555,0.76207,0.8399,0.84673,0.6025,0.67005,0.59411,0.75924,0.76643,0.70999,0.75182,0.72719,0.88503,0.70684,0.62027,0.7342,0.72795,0.88101,0.13392
0.16673,0.03598,0.39582,0.0783,0.06608,0.47992,0.15972,0.06243,0.65746,0.21011,0.30439,0.08128,0.12436,0.0669,0.06323,0.24097,0.09312,0.08764,0.12485,0.06304,0.24317,0.06055,0.34023,0.10025,0.27139,0.15093,0.10526,0.45015,0.06307,0.08198,0.04181,0.43115,0.10557,0.30562,0.18705,0.03788,0.2015,0.04234,0.04002,0.03643,0.11699,0.09415,0.3454,0.23977,0.0427,0.08621,0.26031,0.08648,0.27104,0.1645
0.69074,0.03225,0.7318,0.59124,0.67456,0.80065,0.74173,0.48422,0.77655,0.59412,0.75046,0.5822,0.70856,0.67975,0.28443,0.54672,0.78768,0.67455,0.73593,0.6642,0.47359,0.70153,0.72543,0.48929,0.77746,0.44105,0.7292,0.69547,0.05289,0.67513,0.64302,0.71051,0.65875,0.52206,0.76111,0.5028,0.67131,0.73668,0.545,0.6516,0.61971,0.71361,0.65856,0.78855,0.51574,0.64483,0.59433,0.47129,0.56327,0.1395
0.73615,0.03026,0.44199,0.68432,0.73761,0.81709,0.71029,0.67368,0.70396,0.66998,0.74866,0.70345,0.6853,0.77845,0.66841,0.69799,0.65102,0.70622,0.72457,0.64555,0.70702,0.51606,0.46715,0.15019,0.77576,0.67453,0.69384,0.47826,0.07582,0.67808,0.07751,0.69642,0.76192,0.82452,0.80136,0.68711,0.41181,0.79334,0.61845,0.73058,0.34166,0.68444,0.59403,0.78899,0.25117,0.09059,0.67835,0.17128,0.62938,0.1088
0.67402,0.0395,0.58811,0.60038,0.63073,0.75367,0.57977,0.2879,0.586,0.45323,0.70621,0.62874,0.64803,0.56621,0.56342,0.68798,0.50967,0.44944,0.7197,0.6081,0.47811,0.38108,0.59107,0.28647,0.76589,0.46277,0.62793,0.51394,0.06591,0.6432,0.08347,0.6691,0.76455,0.72138,0.77821,0.69118,0.27295,0.69091,0.37417,0.69553,0.39192,0.65637,0.57068,0.73842,0.09941,0.54781,0.63368,0.23858,0.76584,0.12105
0.76603,0.03821,0.76952,0.69876,0.80869,0.77923,0.69753,0.65853,0.76601,0.72671,0.74594,0.68172,0.71424,0.73623,0.50469,0.64324,0.81013,0.70583,0.7408,0.68504,0.61259,0.75872,0.65716,0.42309,0.81149,0.60776,0.78065,0.75173,0.05813,0.71645,0.66162,0.72565,0.77669,0.79262,0.80118,0.72928,0.66262,0.69526,0.72257,0.67994,0.64124,0.71771,0.67787,0.82167,0.68653,0.51748,0.71043,0.72384,0.82102,0.15911
0.71792,0.03764,0.71093,0.62987,0.79496,0.78195,0.69134,0.50719,0.71112,0.61182,0.67761,0.62027,0.50725,0.75308,0.59693,0.68858,0.74124,0.65023,0.6522,0.55163,0.66307,0.64925,0.47794,0.12784,0.7679,0.60079,0.72358,0.66994,0.05935,0.59026,0.6389,0.61237,0.73755,0.70478,0.77371,0.65876,0.41408,0.74491,0.65738,0.65213,0.39146,0.6124,0.61755,0.75032,0.54641,0.60072,0.61691,0.62209,0.75211,0.23505
0.68034,0.03776,0.72079,0.61337,0.76499,0.77726,0.52619,0.56892,0.73941,0.61875,0.67307,0.62489,0.50842,0.65566,0.06881,0.64277,0.69145,0.51643,0.65926,0.5537,0.40544,0.59175,0.53741,0.10906,0.78773,0.454,0.68135,0.53246,0.08122,0.62286,0.51994,0.65616,0.65697,0.71216,0.75763,0.5744,0.30228,0.65914,0.29094,0.63484,0.60331,0.6375,0.60981,0.71517,0.36951,0.32459,0.63682,0.69742,0.79637,0.2916
0.81,0.03187,0.75778,0.70162,0.67343,0.80019,0.56392,0.70381,0.74414,0.73726,0.7724,0.71556,0.72752,0.90927,0.21507,0.70293,0.85825,0.53136,0.83783,0.71707,0.35114,0.76295,0.67745,0.23923,0.8014,0.8115,0.78518,0.7319,0.05731,0.71978,0.25826,0.72684,0.84352,0.83593,0.84072,0.1549,0.69399,0.78637,0.78968,0.77456,0.74693,0.69969,0.72929,0.83708,0.37191,0.68826,0.75417,0.09165,0.52229,0.12997
0.21124,0.04354,0.35189,0.12498,0.06798,0.70268,0.08629,0.05937,0.39435,0.23065,0.28438,0.07428,0.19536,0.09856,0.05726,0.27502,0.20944,0.07456,0.10008,0.09191,0.19339,0.0877,0.39071,0.09541,0.48536,0.25292,0.28058,0.40245,0.10702,0.20202,0.08488,0.49959,0.08874,0.34495,0.48399,0.03592,0.22704,0.04965,0.06003,0.05225,0.1246,0.16696,0.41754,0.21723,0.06195,0.06843,0.31383,0.13931,0.15209,0.17585
0.78282,0.03635,0.7868,0.73109,0.86498,0.79222,0.67819,0.78729,0.78899,0.74696,0.79677,0.7039,0.72688,0.89573,0.51933,0.71935,0.85776,0.54938,0.83712,0.68511,0.40219,0.60399,0.59982,0.25998,0.84121,0.64296,0.79863,0.75275,0.05119,0.74125,0.48031,0.77543,0.87068,0.84607,0.84086,0.78057,0.63159,0.60737,0.42471,0.76946,0.59231,0.73855,0.77198,0.84282,0.48845,0.62112,0.78689,0.81879,0.83902,0.07882
0.82805,0.03097,0.81998,0.80844,0.89767,0.81942,0.76779,0.74771,0.83432,0.83012,0.83178,0.7901,0.76751,0.93856,0.88849,0.78588,0.89968,0.80595,0.89851,0.80097,0.58137,0.84443,0.7446,0.56004,0.88109,0.91372,0.85876,0.5721,0.05618,0.82854,0.66431,0.78921,0.64759,0.87386,0.85273,0.85916,0.46985,0.82763,0.75404,0.64242,0.61056,0.79897,0.57921,0.90865,0.78718,0.69784,0.78301,0.60066,0.92199,0.1182
0.60322,0.03879,0.67336,0.56164,0.56419,0.79786,0.59451,0.4637,0.71058,0.56346,0.62966,0.54006,0.61717,0.61304,0.48756,0.51812,0.61981,0.52575,0.56536,0.48337,0.6654,0.55713,0.5555,0.34824,0.68358,0.51647,0.55951,0.65769,0.06928,0.492,0.6336,0.62722,0.56572,0.5754,0.68099,0.49618,0.50449,0.63832,0.54863,0.50063,0.5284,0.56305,0.54056,0.61701,0.53925,0.49915,0.61157,0.49601,0.59438,0.19872
0.73567,0.03755,0.73072,0.68333,0.72736,0.77208,0.72819,0.66667,0.7634,0.43333,0.74171,0.63129,0.66354,0.53254,0.47764,0.72002,0.7891,0.61793,0.80491,0.6472,0.55777,0.71575,0.68453,0.48622,0.78887,0.58592,0.78026,0.70768,0.06527,0.63467,0.39549,0.68505,0.4509,0.76521,0.77557,0.70596,0.64282,0.80177,0.70495,0.6469,0.53233,0.69656,0.6869,0.75048,0.74331,0.54666,0.57832,0.5788,0.7889,0.14261
0.13803,0.03236,0.34443,0.12398,0.08784,0.60709,0.14574,0.06878,0.5644,0.18175,0.46121,0.06487,0.15237,0.06454,0.05682,0.2027,0.1616,0.10527,0.61526,0.07772,0.16158,0.08943,0.43892,0.21211,0.65898,0.25537,0.16944,0.399,0.08219,0.18264,0.09982,0.40403,0.07149,0.46012,0.50852,0.02992,0.15185,0.06334,0.08481,0.05471,0.14543,0.40762,0.17521,0.53572,0.05606,0.08416,0.13404,0.08965,0.47395,0.30286
0.7955,0.04424,0.82054,0.81273,0.86154,0.81123,0.85849,0.63411,0.788,0.84835,0.8164,0.77935,0.79026,0.85922,0.52291,0.73282,0.92368,0.81478,0.89712,0.82602,0.65654,0.8259,0.66729,0.60277,0.86643,0.90251,0.82686,0.67385,0.06574,0.79792,0.87584,0.7844,0.85019,0.86844,0.81735,0.84565,0.44108,0.83852,0.83163,0.85193,0.74798,0.79739,0.76191,0.89146,0.60538,0.78231,0.81118,0.71351,0.91047,0.15154
0.50493,0.04777,0.63578,0.52004,0.52534,0.76426,0.55869,0.42332,0.58986,0.48634,0.60116,0.48068,0.56411,0.58957,0.41588,0.55896,0.59401,0.48741,0.51456,0.41699,0.54776,0.51363,0.58554,0.43248,0.66745,0.47903,0.45729,0.65665,0.06518,0.45031,0.51174,0.53907,0.5013,0.55401,0.62077,0.33055,0.4663,0.65143,0.51036,0.40848,0.47732,0.48236,0.44414,0.50892,0.49771,0.48168,0.53005,0.24026,0.45892,0.21097
0.13628,0.03765,0.3851,0.40064,0.06668,0.69668,0.08959,0.0593,0.56079,0.17072,0.62205,0.05944,0.4268,0.05848,0.07672,0.34127,0.30255,0.15207,0.51207,0.07951,0.2199,0.19821,0.56669,0.08075,0.57686,0.24271,0.32386,0.46109,0.07183,0.15802,0.29467,0.4559,0.30256,0.31377,0.47935,0.03416,0.35145,0.06037,0.15148,0.03998,0.12664,0.37695,0.46926,0.41346,0.05728,0.24407,0.56917,0.06781,0.64331,0.27383
0.67289,0.04843,0.75363,0.67325,0.73221,0.77452,0.66491,0.3514,0.70418,0.63377,0.72471,0.62467,0.66148,0.66589,0.50545,0.57339,0.74734,0.64978,0.58738,0.60975,0.49757,0.7113,0.66407,0.50375,0.66995,0.6982,0.59947,0.69148,0.05783,0.64218,0.70291,0.69612,0.5257,0.69476,0.73526,0.62841,0.49542,0.76363,0.51844,0.53899,0.64805,0.64302,0.63396,0.69024,0.36933,0.54987,0.64653,0.21707,0.73256,0.18197
0.23679,0.03725,0.38153,0.10885,0.05436,0.65277,0.11307,0.08086,0.3544,0.19139,0.42329,0.06034,0.31243,0.05488,0.07071,0.22663,0.15198,0.39257,0.45835,0.06214,0.13375,0.09764,0.33868,0.08649,0.48009,0.24227,0.18187,0.43919,0.40737,0.34699,0.06717,0.49476,0.07738,0.76378,0.22369,0.43979,0.29783,0.04138,0.06275,0.04101,0.11613,0.12523,0.40364,0.16693,0.0723,0.10286,0.20486,0.05126,0.06498,0.71968
0.75443,0.0494,0.49254,0.72346,0.83174,0.79387,0.74684,0.52429,0.72493,0.67238,0.78023,0.66995,0.71125,0.81008,0.44022,0.72455,0.83572,0.72792,0.76677,0.71058,0.45947,0.77753,0.4381,0.24911,0.84387,0.20149,0.80016,0.62948,0.39772,0.71073,0.59021,0.75495,0.85235,0.19511,0.79265,0.73304,0.39289,0.47607,0.69574,0.7784,0.45822,0.68671,0.61961,0.7905,0.43673,0.64914,0.70913,0.70502,0.53241,0.15229
0.53785,0.0387,0.64409,0.56282,0.54346,0.75281,0.56752,0.42223,0.61815,0.48561,0.59905,0.43703,0.5438,0.42612,0.41845,0.55663,0.64892,0.48704,0.55868,0.43155,0.50142,0.49071,0.59251,0.2498,0.63675,0.42079,0.43699,0.64794,0.06955,0.48249,0.41991,0.56521,0.50521,0.59268,0.65703,0.46124,0.50323,0.68003,0.44511,0.45795,0.50185,0.51472,0.51442,0.5723,0.37806,0.38314,0.53031,0.39825,0.50705,0.19541
0.80161,0.03774,0.63067,0.79538,0.85178,0.82432,0.75064,0.79437,0.81306,0.80434,0.82445,0.76221,0.6333,0.85486,0.76378,0.66052,0.87433,0.7929,0.87043,0.80193,0.59556,0.54399,0.65504,0.3442,0.90166,0.47019,0.85177,0.79864,0.05486,0.78405,0.78399,0.78639,0.70558,0.8817,0.84121,0.77387,0.712,0.8319,0.25835,0.70112,0.5485,0.80789,0.79219,0.89052,0.63481,0.57349,0.78623,0.48939,0.68154,0.08028
0.67028,0.03927,0.71257,0.50602,0.66378,0.78505,0.69448,0.6021,0.70563,0.6358,0.7155,0.61007,0.65184,0.63559,0.46224,0.55408,0.58462,0.63663,0.68943,0.57315,0.70278,0.67747,0.65894,0.3877,0.73248,0.62277,0.67838,0.68547,0.07018,0.61121,0.65592,0.64933,0.60448,0.63101,0.74815,0.47111,0.60769,0.28378,0.32221,0.53587,0.63545,0.61832,0.60472,0.7194,0.61961,0.4884,0.63504,0.51078,0.50444,0.12644
0.71786,0.03383,0.79791,0.70461,0.81404,0.81019,0.77966,0.73117,0.75848,0.729,0.76446,0.70291,0.75901,0.77758,0.57824,0.73442,0.82581,0.74965,0.77356,0.69589,0.5978,0.66883,0.67888,0.48951,0.78843,0.78389,0.72889,0.64823,0.0516,0.69235,0.78189,0.73642,0.78879,0.80551,0.79685,0.70365,0.3814,0.79628,0.70518,0.75426,0.43226,0.68876,0.68218,0.80057,0.5694,0.64704,0.73427,0.67995,0.56324,0.11184
0.52011,0.04564,0.67413,0.45191,0.52793,0.71926,0.56437,0.43824,0.55588,0.48964,0.5827,0.53721,0.52862,0.63814,0.46205,0.57243,0.56598,0.50969,0.59383,0.41881,0.38013,0.37387,0.57649,0.40362,0.63685,0.44302,0.54223,0.61216,0.05655,0.47633,0.46406,0.57923,0.5388,0.55257,0.66719,0.41119,0.36557,0.6167,0.3556,0.43057,0.42308,0.50832,0.54366,0.61572,0.28648,0.4044,0.51369,0.30252,0.5824,0.21848
0.61065,0.03515,0.67966,0.51642,0.52884,0.77662,0.57296,0.48056,0.6653,0.40142,0.61034,0.53521,0.59168,0.64807,0.53093,0.55135,0.64924,0.52084,0.58998,0.47675,0.34915,0.49854,0.60378,0.42619,0.66191,0.35593,0.56026,0.59455,0.06023,0.50962,0.57719,0.62303,0.51566,0.61167,0.67044,0.46638,0.53261,0.6413,0.36907,0.51581,0.51142,0.55629,0.57121,0.58523,0.50638,0.46404,0.54525,0.52764,0.57184,0.2505
0.31564,0.04124,0.47572,0.10238,0.06673,0.45206,0.10465,0.06308,0.46459,0.15855,0.23613,0.09941,0.27619,0.06451,0.08456,0.33086,0.12389,0.08475,0.28289,0.05456,0.24707,0.13764,0.42771,0.07892,0.34118,0.4278,0.13656,0.53533,0.47479,0.27951,0.0565,0.34546,0.05602,0.43652,0.17211,0.03588,0.16832,0.04478,0.03685,0.09127,0.14961,0.21909,0.17667,0.18834,0.04137,0.15462,0.21509,0.05724,0.26473,0.43273
0.7372,0.03485,0.80598,0.72882,0.82228,0.81568,0.7809,0.68258,0.80548,0.54634,0.7788,0.70539,0.75238,0.82448,0.3037,0.71579,0.85061,0.72427,0.80246,0.69791,0.4413,0.80572,0.70368,0.59867,0.82208,0.76495,0.80055,0.75206,0.05031,0.73872,0.3822,0.75894,0.79387,0.76,0.82192,0.72469,0.62037,0.7505,0.59741,0.72621,0.5065,0.72738,0.72819,0.8067,0.53125,0.64659,0.7431,0.43342,0.82781,0.09158
0.58564,0.04057,0.54071,0.48988,0.56107,0.74348,0.20363,0.20861,0.65406,0.28628,0.58272,0.52895,0.54208,0.5516,0.08219,0.57707,0.34167,0.27027,0.50814,0.46784,0.38039,0.50102,0.4349,0.28087,0.58896,0.20021,0.52431,0.5196,0.07078,0.49491,0.51185,0.6164,0.61653,0.55887,0.65555,0.44768,0.30842,0.38863,0.39427,0.59648,0.35629,0.48189,0.5176,0.60298,0.09829,0.15154,0.50061,0.07793,0.56765,0.21107
0.638,0.0361,0.68735,0.53834,0.52488,0.76673,0.6428,0.55349,0.71804,0.45106,0.7101,0.6441,0.39492,0.70214,0.42497,0.60987,0.63374,0.60947,0.67855,0.55248,0.2948,0.56715,0.63184,0.35039,0.69799,0.48091,0.4939,0.73048,0.0628,0.57582,0.38913,0.65279,0.61957,0.69424,0.70235,0.39615,0.50058,0.63827,0.49212,0.54369,0.35167,0.60969,0.62965,0.71227,0.21081,0.33498,0.57618,0.32778,0.64154,0.2114
0.60199,0.03784,0.31709,0.22401,0.16254,0.55819,0.51856,0.26479,0.27815,0.15884,0.12169,0.28158,0.34345,0.47336,0.20136,0.36466,0.16855,0.36245,0.47116,0.31621,0.22433,0.25728,0.47954,0.1502,0.71322,0.25136,0.34787,0.41158,0.07276,0.15778,0.14638,0.58559,0.24342,0.21329,0.59173,0.03535,0.18031,0.73026,0.07716,0.0335,0.27666,0.17146,0.56446,0.46749,0.19459,0.25851,0.51579,0.15545,0.2585,0.11208
0.77527,0.04007,0.84412,0.80975,0.85702,0.82665,0.85378,0.80097,0.84365,0.80626,0.81796,0.77663,0.79346,0.82666,0.67102,0.76102,0.72072,0.76416,0.83673,0.7933,0.71039,0.83123,0.76614,0.61487,0.84696,0.74804,0.81721,0.7993,0.06054,0.80039,0.85012,0.81678,0.8751,0.82432,0.84879,0.83306,0.69915,0.683,0.32041,0.81502,0.80075,0.79002,0.77689,0.8771,0.68502,0.73755,0.78328,0.81076,0.90046,0.09981
0.75394,0.03659,0.54854,0.50541,0.8217,0.80087,0.77818,0.69789,0.78033,0.53004,0.79934,0.68454,0.64787,0.67948,0.38475,0.60305,0.44214,0.77776,0.83248,0.72079,0.5426,0.79811,0.50928,0.41311,0.81387,0.65371,0.78274,0.52898,0.06604,0.71623,0.69711,0.76551,0.4188,0.79839,0.81237,0.75018,0.59264,0.81615,0.53549,0.79965,0.33863,0.7524,0.37723,0.80079,0.2992,0.65615,0.73445,0.44841,0.64123,0.1053
0.21217,0.03429,0.43431,0.18574,0.0876,0.54258,0.10609,0.07805,0.42837,0.21414,0.33939,0.10462,0.18655,0.09428,0.10574,0.24972,0.26049,0.08834,0.18993,0.10485,0.13583,0.09294,0.37405,0.16518,0.35733,0.19565,0.14853,0.44073,0.06498,0.12227,0.14658,0.41216,0.0998,0.34081,0.28368,0.03453,0.15223,0.06636,0.08894,0.06333,0.15252,0.1089,0.25453,0.31051,0.06147,0.1026,0.26077,0.11569,0.14731,0.30326
0.56074,0.0401,0.57341,0.52732,0.62331,0.70391,0.53785,0.3144,0.5262,0.50594,0.59361,0.52844,0.57446,0.62101,0.25962,0.58873,0.43428,0.43819,0.53619,0.44034,0.51404,0.46816,0.48115,0.37841,0.57461,0.43954,0.51714,0.63055,0.0482,0.48814,0.32198,0.53121,0.60471,0.59036,0.66409,0.45231,0.2871,0.52147,0.27374,0.58285,0.42215,0.5198,0.40157,0.56426,0.21009,0.41383,0.53659,0.22675,0.41641,0.28328
0.28766,0.04746,0.48718,0.31942,0.13762,0.65316,0.2164,0.05578,0.49606,0.30148,0.45484,0.15061,0.19129,0.18477,0.10776,0.37308,0.33863,0.09048,0.23277,0.096,0.09897,0.12292,0.48696,0.13265,0.47682,0.27083,0.21183,0.52113,0.05984,0.15617,0.3002,0.37253,0.17694,0.39821,0.37283,0.04665,0.17598,0.11125,0.13817,0.11165,0.19119,0.16074,0.26487,0.40845,0.05435,0.14963,0.36364,0.13973,0.22842,0.24022
0.14403,0.04007,0.30472,0.11016,0.05983,0.36655,0.06525,0.06299,0.27321,0.18154,0.3303,0.05309,0.2861,0.06122,0.09835,0.24463,0.1275,0.06204,0.082,0.03018,0.09654,0.10087,0.59988,0.0862,0.45936,0.12217,0.14956,0.54195,0.70776,0.15146,0.09393,0.56309,0.07076,0.25492,0.1404,0.02594,0.27332,0.04548,0.0468,0.02833,0.11027,0.05672,0.16058,0.17644,0.05198,0.10395,0.31155,0.06274,0.52196,0.54078
0.74655,0.05631,0.81895,0.7356,0.76538,0.78558,0.77963,0.76618,0.78684,0.76694,0.78722,0.71175,0.76574,0.79453,0.69927,0.75112,0.79267,0.72161,0.80751,0.71345,0.77355,0.77665,0.73393,0.52516,0.81685,0.79258,0.77752,0.78775,0.0945,0.71425,0.80565,0.73005,0.79733,0.82641,0.77869,0.73316,0.70473,0.80521,0.79198,0.72,0.77407,0.75318,0.71935,0.80059,0.63355,0.70703,0.72718,0.77041,0.75997,0.29039
0.51262,0.04273,0.41229,0.41384,0.56689,0.65147,0.47541,0.11499,0.44785,0.33443,0.49913,0.47216,0.53922,0.64414,0.12524,0.44979,0.5507,0.43098,0.47472,0.38038,0.41025,0.42508,0.41715,0.19022,0.50143,0.54154,0.46507,0.58652,0.07241,0.42475,0.42205,0.46617,0.49313,0.66292,0.5479,0.43443,0.28066,0.55722,0.35495,0.45256,0.43992,0.45137,0.29274,0.47103,0.17293,0.4932,0.4917,0.09584,0.40997,0.31439
0.30738,0.04169,0.47483,0.29656,0.14103,0.72049,0.15241,0.06376,0.51151,0.22863,0.43868,0.13227,0.18719,0.08677,0.10644,0.3572,0.39393,0.1081,0.24945,0.09249,0.11818,0.12187,0.49212,0.15861,0.51633,0.20834,0.29637,0.48327,0.09193,0.12532,0.2678,0.39291,0.15766,0.39043,0.35134,0.04655,0.16475,0.20031,0.14164,0.11136,0.16186,0.11897,0.30667,0.38202,0.05761,0.0999,0.36032,0.13757,0.15514,0.2333
0.7151,0.02612,0.55171,0.69612,0.82593,0.76133,0.78598,0.59591,0.7762,0.62206,0.54072,0.69018,0.70793,0.79992,0.72492,0.73826,0.84492,0.7399,0.79828,0.72956,0.75413,0.72549,0.32827,0.5204,0.81297,0.79111,0.62389,0.7707,0.06515,0.70782,0.55618,0.7399,0.88255,0.82775,0.81254,0.75334,0.34502,0.62163,0.76695,0.78365,0.57803,0.70323,0.72117,0.83437,0.66998,0.47929,0.7347,0.79647,0.81903,0.12047
0.68232,0.03306,0.59873,0.65254,0.68095,0.77757,0.69945,0.59752,0.70696,0.67104,0.70861,0.61445,0.70259,0.74075,0.60905,0.61847,0.68701,0.64524,0.6894,0.58922,0.71476,0.68848,0.67251,0.34255,0.72387,0.65778,0.64008,0.72693,0.05725,0.63993,0.60695,0.70157,0.70499,0.73822,0.75008,0.61047,0.57248,0.62174,0.62556,0.61376,0.65987,0.66548,0.63671,0.72123,0.6143,0.52505,0.65604,0.44218,0.68976,0.15512
0.13782,0.02994,0.38333,0.13892,0.05364,0.32084,0.08869,0.05934,0.23337,0.19034,0.3267,0.07744,0.14869,0.04851,0.08182,0.23791,0.13312,0.06103,0.05559,0.06661,0.10941,0.07216,0.31624,0.11443,0.38483,0.21517,0.06441,0.46511,0.10052,0.0999,0.0772,0.26171,0.06507,0.5676,0.11175,0.0224,0.16421,0.05657,0.04358,0.03458,0.13917,0.14242,0.19239,0.18026,0.04873,0.08979,0.19715,0.07905,0.10677,0.40298
0.63627,0.03573,0.53287,0.6403,0.70025,0.76649,0.70993,0.61337,0.66311,0.53084,0.66381,0.61575,0.6897,0.69754,0.44611,0.64753,0.62558,0.59272,0.67178,0.63174,0.51092,0.6181,0.63231,0.37216,0.71236,0.65231,0.65441,0.69045,0.05923,0.60758,0.23169,0.66081,0.70029,0.70594,0.74626,0.59456,0.315,0.67668,0.50167,0.66958,0.4677,0.64727,0.62638,0.69106,0.30551,0.56306,0.64529,0.50017,0.55055,0.21549
0.57235,0.05202,0.59144,0.54513,0.5449,0.72043,0.55506,0.4135,0.58888,0.45726,0.57656,0.48891,0.55247,0.60866,0.08485,0.56087,0.59689,0.45726,0.52253,0.36958,0.38454,0.49212,0.61388,0.33678,0.61191,0.4208,0.52033,0.64873,0.13891,0.43611,0.51782,0.52857,0.46124,0.60017,0.61809,0.43705,0.46701,0.14534,0.39462,0.36843,0.37568,0.49814,0.48772,0.57214,0.41873,0.43867,0.55214,0.49533,0.52146,0.2324
0.72434,0.0438,0.71856,0.71366,0.82016,0.76995,0.75593,0.6741,0.70971,0.70889,0.72515,0.6885,0.71543,0.77946,0.57845,0.71642,0.79264,0.71271,0.77099,0.6764,0.73211,0.72731,0.58502,0.49564,0.75324,0.79784,0.71861,0.68806,0.06134,0.70657,0.57605,0.70193,0.79177,0.80063,0.76705,0.66793,0.46291,0.80968,0.48142,0.75265,0.5483,0.69281,0.69397,0.76412,0.67121,0.46953,0.72429,0.67892,0.81239,0.19118
0.33026,0.03675,0.52923,0.23296,0.12479,0.82442,0.14092,0.05956,0.54551,0.21324,0.49039,0.15789,0.2794,0.11975,0.11912,0.29687,0.38493,0.11012,0.25714,0.10404,0.09012,0.13411,0.4213,0.1723,0.46077,0.23093,0.32032,0.40737,0.07264,0.12155,0.2426,0.50714,0.10865,0.27844,0.34375,0.04263,0.20057,0.13479,0.1138,0.12305,0.14629,0.12905,0.40778,0.34666,0.06998,0.08528,0.31609,0.12797,0.31285,0.22562
